Disease,Doctor Name,Specialization,Hospital,Experience,Phone Number,Rating,Availability Time
Hepatitis D,Dr. Anjali Mehta,Pulmonologist,Medanta,25 years,+91 8765432109,4.2,9:00 AM - 12:00 PM
Hepatitis D,Dr. Sunita Rao,Endocrinologist,Narayana Health,25 years,+91 3210987654,4.5,10:00 AM - 1:00 PM
Hepatitis D,Dr. Vikram Patel,Gastroenterologist,Narayana Health,25 years,+91 9876543210,4.7,6:00 PM - 9:00 PM
Hepatitis D,Dr. Ramesh Iyer,Cardiologist,Manipal Hospital,15 years,+91 8765432109,4.5,8:00 AM - 11:00 AM
Hepatitis D,Dr. Vikram Patel,Gastroenterologist,Apollo Hospital,25 years,+91 8765432109,4.0,6:00 PM - 9:00 PM
Hepatitis D,Dr. Sunita Rao,ENT Specialist,Max Healthcare,12 years,+91 8765432109,3.8,4:00 PM - 7:00 PM
Hepatitis D,Dr. Priya Nair,General Physician,AIIMS Delhi,20 years,+91 4321098765,3.8,9:00 AM - 12:00 PM
Hepatitis D,Dr. Sunita Rao,Gastroenterologist,Narayana Health,25 years,+91 4321098765,4.2,4:00 PM - 7:00 PM
Hepatitis D,Dr. Priya Nair,Cardiologist,Apollo Hospital,8 years,+91 4321098765,5.0,9:00 AM - 12:00 PM
Hepatitis E,Dr. Vikram Patel,Endocrinologist,Medanta,25 years,+91 4321098765,4.9,6:00 PM - 9:00 PM
Hepatitis E,Dr. Rajesh Sharma,Neurologist,Apollo Hospital,10 years,+91 2109876543,3.8,9:00 AM - 12:00 PM
Hepatitis E,Dr. Vikram Patel,Orthopedic,Medanta,8 years,+91 5432109876,3.5,10:00 AM - 1:00 PM
Hepatitis E,Dr. Anjali Mehta,Neurologist,Fortis Hospital,5 years,+91 8765432109,5.0,10:00 AM - 1:00 PM
Hepatitis E,Dr. Neha Kapoor,General Physician,Apollo Hospital,15 years,+91 6543210987,4.2,10:00 AM - 1:00 PM
Hepatitis E,Dr. Rajesh Sharma,Neurologist,Narayana Health,15 years,+91 8765432109,4.7,9:00 AM - 12:00 PM
Hepatitis E,Dr. Ramesh Iyer,Neurologist,AIIMS Delhi,12 years,+91 5432109876,4.5,10:00 AM - 1:00 PM
Hepatitis E,Dr. Vikram Patel,Neurologist,Fortis Hospital,10 years,+91 7654321098,4.2,9:00 AM - 12:00 PM
Hepatitis E,Dr. Sanjay Verma,Endocrinologist,Tata Memorial Hospital,25 years,+91 4321098765,5.0,8:00 AM - 11:00 AM
Hepatitis E,Dr. Sanjay Verma,Orthopedic,Apollo Hospital,8 years,+91 3210987654,4.5,8:00 AM - 11:00 AM
Alcoholic hepatitis,Dr. Sunita Rao,Gastroenterologist,Fortis Hospital,5 years,+91 2109876543,4.9,9:00 AM - 12:00 PM
Alcoholic hepatitis,Dr. Anjali Mehta,General Physician,Max Healthcare,10 years,+91 9876543210,5.0,9:00 AM - 12:00 PM
Alcoholic hepatitis,Dr. Sanjay Verma,ENT Specialist,Tata Memorial Hospital,18 years,+91 6543210987,3.5,6:00 PM - 9:00 PM
Alcoholic hepatitis,Dr. Sanjay Verma,Neurologist,Max Healthcare,15 years,+91 4321098765,3.5,2:00 PM - 5:00 PM
Alcoholic hepatitis,Dr. Sanjay Verma,Endocrinologist,Max Healthcare,8 years,+91 2109876543,4.5,6:00 PM - 9:00 PM
Alcoholic hepatitis,Dr. Sunita Rao,Gastroenterologist,Tata Memorial Hospital,20 years,+91 3210987654,4.0,4:00 PM - 7:00 PM
Alcoholic hepatitis,Dr. Ramesh Iyer,Endocrinologist,AIIMS Delhi,10 years,+91 5432109876,4.0,2:00 PM - 5:00 PM
Alcoholic hepatitis,Dr. Priya Nair,Dermatologist,Tata Memorial Hospital,25 years,+91 9876543210,3.8,6:00 PM - 9:00 PM
Alcoholic hepatitis,Dr. Sanjay Verma,Endocrinologist,AIIMS Delhi,25 years,+91 8765432109,3.8,4:00 PM - 7:00 PM
Alcoholic hepatitis,Dr. Rajesh Sharma,Gastroenterologist,Tata Memorial Hospital,10 years,+91 4321098765,4.9,10:00 AM - 1:00 PM
Tuberculosis,Dr. Sanjay Verma,ENT Specialist,Fortis Hospital,5 years,+91 4321098765,4.0,10:00 AM - 1:00 PM
Tuberculosis,Dr. Rajesh Sharma,Neurologist,Tata Memorial Hospital,10 years,+91 4321098765,4.5,2:00 PM - 5:00 PM
Tuberculosis,Dr. Rajesh Sharma,General Physician,AIIMS Delhi,5 years,+91 7654321098,3.8,8:00 AM - 11:00 AM
Tuberculosis,Dr. Sunita Rao,Neurologist,Fortis Hospital,18 years,+91 9876543210,5.0,4:00 PM - 7:00 PM
Tuberculosis,Dr. Priya Nair,Orthopedic,Apollo Hospital,15 years,+91 2109876543,4.9,4:00 PM - 7:00 PM
Tuberculosis,Dr. Sunita Rao,Neurologist,Medanta,10 years,+91 6543210987,3.8,10:00 AM - 1:00 PM
Tuberculosis,Dr. Sanjay Verma,Neurologist,Narayana Health,8 years,+91 5432109876,4.7,6:00 PM - 9:00 PM
Tuberculosis,Dr. Vikram Patel,Gastroenterologist,AIIMS Delhi,25 years,+91 8765432109,4.7,2:00 PM - 5:00 PM
Tuberculosis,Dr. Anjali Mehta,Neurologist,AIIMS Delhi,12 years,+91 8765432109,3.8,8:00 AM - 11:00 AM
Tuberculosis,Dr. Sanjay Verma,Cardiologist,Fortis Hospital,18 years,+91 4321098765,3.8,4:00 PM - 7:00 PM
Common Cold,Dr. Priya Nair,Endocrinologist,Max Healthcare,10 years,+91 7654321098,3.8,2:00 PM - 5:00 PM
Common Cold,Dr. Priya Nair,Dermatologist,AIIMS Delhi,20 years,+91 5432109876,4.2,6:00 PM - 9:00 PM
Common Cold,Dr. Rajesh Sharma,Endocrinologist,Apollo Hospital,20 years,+91 5432109876,4.2,8:00 AM - 11:00 AM
Common Cold,Dr. Priya Nair,Orthopedic,Max Healthcare,5 years,+91 8765432109,4.2,6:00 PM - 9:00 PM
Common Cold,Dr. Sanjay Verma,Gastroenterologist,AIIMS Delhi,12 years,+91 3210987654,3.5,2:00 PM - 5:00 PM
Common Cold,Dr. Sanjay Verma,Dermatologist,Tata Memorial Hospital,8 years,+91 2109876543,5.0,8:00 AM - 11:00 AM
Common Cold,Dr. Rajesh Sharma,Endocrinologist,Max Healthcare,15 years,+91 6543210987,4.5,9:00 AM - 12:00 PM
Common Cold,Dr. Neha Kapoor,ENT Specialist,Tata Memorial Hospital,5 years,+91 9876543210,4.0,4:00 PM - 7:00 PM
Common Cold,Dr. Vikram Patel,ENT Specialist,Manipal Hospital,8 years,+91 4321098765,4.9,10:00 AM - 1:00 PM
Common Cold,Dr. Vikram Patel,Pulmonologist,AIIMS Delhi,10 years,+91 2109876543,3.5,9:00 AM - 12:00 PM
Pneumonia,Dr. Vikram Patel,Dermatologist,Max Healthcare,12 years,+91 8765432109,4.9,2:00 PM - 5:00 PM
Pneumonia,Dr. Ramesh Iyer,Cardiologist,Narayana Health,5 years,+91 3210987654,3.8,10:00 AM - 1:00 PM
Pneumonia,Dr. Anjali Mehta,Orthopedic,Tata Memorial Hospital,8 years,+91 3210987654,4.9,10:00 AM - 1:00 PM
Pneumonia,Dr. Rajesh Sharma,Gastroenterologist,AIIMS Delhi,5 years,+91 2109876543,3.5,8:00 AM - 11:00 AM
Pneumonia,Dr. Priya Nair,Endocrinologist,Medanta,25 years,+91 5432109876,4.9,8:00 AM - 11:00 AM
Pneumonia,Dr. Ramesh Iyer,Gastroenterologist,Apollo Hospital,25 years,+91 4321098765,4.5,4:00 PM - 7:00 PM
Pneumonia,Dr. Priya Nair,Cardiologist,Manipal Hospital,18 years,+91 7654321098,4.7,8:00 AM - 11:00 AM
Pneumonia,Dr. Neha Kapoor,General Physician,Manipal Hospital,5 years,+91 9876543210,4.0,4:00 PM - 7:00 PM
Pneumonia,Dr. Vikram Patel,Endocrinologist,Narayana Health,25 years,+91 9876543210,3.5,2:00 PM - 5:00 PM
Pneumonia,Dr. Ramesh Iyer,Dermatologist,Tata Memorial Hospital,10 years,+91 6543210987,4.7,6:00 PM - 9:00 PM
Dimorphic hemmorhoids(piles),Dr. Priya Nair,Dermatologist,Narayana Health,18 years,+91 3210987654,4.2,4:00 PM - 7:00 PM
Dimorphic hemmorhoids(piles),Dr. Vikram Patel,Endocrinologist,Fortis Hospital,20 years,+91 7654321098,4.0,6:00 PM - 9:00 PM
Dimorphic hemmorhoids(piles),Dr. Neha Kapoor,Neurologist,Manipal Hospital,20 years,+91 8765432109,4.9,4:00 PM - 7:00 PM
Dimorphic hemmorhoids(piles),Dr. Sunita Rao,Endocrinologist,Tata Memorial Hospital,18 years,+91 4321098765,4.0,10:00 AM - 1:00 PM
Dimorphic hemmorhoids(piles),Dr. Anjali Mehta,Endocrinologist,Max Healthcare,18 years,+91 2109876543,4.9,8:00 AM - 11:00 AM
Dimorphic hemmorhoids(piles),Dr. Neha Kapoor,Pulmonologist,Manipal Hospital,12 years,+91 7654321098,3.8,2:00 PM - 5:00 PM
Dimorphic hemmorhoids(piles),Dr. Sunita Rao,Endocrinologist,Manipal Hospital,8 years,+91 4321098765,4.5,10:00 AM - 1:00 PM
Dimorphic hemmorhoids(piles),Dr. Anjali Mehta,Neurologist,Manipal Hospital,18 years,+91 4321098765,3.8,10:00 AM - 1:00 PM
Dimorphic hemmorhoids(piles),Dr. Priya Nair,Neurologist,AIIMS Delhi,5 years,+91 9876543210,4.9,9:00 AM - 12:00 PM
Dimorphic hemmorhoids(piles),Dr. Sanjay Verma,Orthopedic,Apollo Hospital,25 years,+91 8765432109,4.0,8:00 AM - 11:00 AM
Heart attack,Dr. Sanjay Verma,ENT Specialist,Narayana Health,5 years,+91 9876543210,4.7,8:00 AM - 11:00 AM
Heart attack,Dr. Sanjay Verma,Gastroenterologist,Apollo Hospital,5 years,+91 2109876543,3.8,8:00 AM - 11:00 AM
Heart attack,Dr. Ramesh Iyer,Cardiologist,Tata Memorial Hospital,15 years,+91 9876543210,3.8,6:00 PM - 9:00 PM
Heart attack,Dr. Ramesh Iyer,Orthopedic,Manipal Hospital,10 years,+91 7654321098,5.0,10:00 AM - 1:00 PM
Heart attack,Dr. Anjali Mehta,Cardiologist,Tata Memorial Hospital,12 years,+91 7654321098,3.5,4:00 PM - 7:00 PM
Heart attack,Dr. Neha Kapoor,Pulmonologist,AIIMS Delhi,12 years,+91 5432109876,3.5,8:00 AM - 11:00 AM
Heart attack,Dr. Ramesh Iyer,Cardiologist,Medanta,15 years,+91 9876543210,4.7,10:00 AM - 1:00 PM
Heart attack,Dr. Sunita Rao,Cardiologist,Apollo Hospital,10 years,+91 6543210987,4.2,6:00 PM - 9:00 PM
Heart attack,Dr. Sunita Rao,Gastroenterologist,Medanta,15 years,+91 5432109876,3.8,10:00 AM - 1:00 PM
Heart attack,Dr. Vikram Patel,Gastroenterologist,Medanta,12 years,+91 9876543210,4.0,6:00 PM - 9:00 PM
Varicose veins,Dr. Vikram Patel,Cardiologist,Fortis Hospital,5 years,+91 2109876543,5.0,8:00 AM - 11:00 AM
Varicose veins,Dr. Sanjay Verma,Cardiologist,Manipal Hospital,10 years,+91 3210987654,3.8,8:00 AM - 11:00 AM
Varicose veins,Dr. Sanjay Verma,Cardiologist,Max Healthcare,12 years,+91 5432109876,4.0,10:00 AM - 1:00 PM
Varicose veins,Dr. Sanjay Verma,General Physician,Narayana Health,15 years,+91 9876543210,4.2,8:00 AM - 11:00 AM
Varicose veins,Dr. Ramesh Iyer,ENT Specialist,Apollo Hospital,5 years,+91 7654321098,4.9,9:00 AM - 12:00 PM
Varicose veins,Dr. Sunita Rao,Orthopedic,AIIMS Delhi,5 years,+91 6543210987,3.5,2:00 PM - 5:00 PM
Varicose veins,Dr. Ramesh Iyer,Endocrinologist,Max Healthcare,20 years,+91 3210987654,4.9,10:00 AM - 1:00 PM
Varicose veins,Dr. Neha Kapoor,Gastroenterologist,Apollo Hospital,20 years,+91 7654321098,4.9,9:00 AM - 12:00 PM
Varicose veins,Dr. Rajesh Sharma,Orthopedic,Apollo Hospital,25 years,+91 7654321098,3.8,10:00 AM - 1:00 PM
Varicose veins,Dr. Neha Kapoor,ENT Specialist,Apollo Hospital,12 years,+91 3210987654,4.7,10:00 AM - 1:00 PM
Hypothyroidism,Dr. Sunita Rao,Gastroenterologist,Fortis Hospital,10 years,+91 5432109876,3.8,4:00 PM - 7:00 PM
Hypothyroidism,Dr. Sanjay Verma,Endocrinologist,Manipal Hospital,8 years,+91 8765432109,4.9,9:00 AM - 12:00 PM
Hypothyroidism,Dr. Ramesh Iyer,Endocrinologist,Fortis Hospital,18 years,+91 7654321098,4.7,4:00 PM - 7:00 PM
Hypothyroidism,Dr. Neha Kapoor,ENT Specialist,Fortis Hospital,12 years,+91 5432109876,4.2,8:00 AM - 11:00 AM
Hypothyroidism,Dr. Ramesh Iyer,ENT Specialist,Apollo Hospital,25 years,+91 6543210987,3.5,9:00 AM - 12:00 PM
Hypothyroidism,Dr. Priya Nair,Pulmonologist,Medanta,5 years,+91 3210987654,4.5,9:00 AM - 12:00 PM
Hypothyroidism,Dr. Ramesh Iyer,Orthopedic,Fortis Hospital,10 years,+91 3210987654,3.5,10:00 AM - 1:00 PM
Hypothyroidism,Dr. Priya Nair,Endocrinologist,Fortis Hospital,18 years,+91 5432109876,4.7,6:00 PM - 9:00 PM
Hypothyroidism,Dr. Priya Nair,Endocrinologist,Medanta,5 years,+91 9876543210,5.0,2:00 PM - 5:00 PM
Hypothyroidism,Dr. Priya Nair,Endocrinologist,Medanta,18 years,+91 6543210987,4.5,9:00 AM - 12:00 PM
Hyperthyroidism,Dr. Rajesh Sharma,Dermatologist,Medanta,18 years,+91 5432109876,4.0,4:00 PM - 7:00 PM
Hyperthyroidism,Dr. Vikram Patel,General Physician,AIIMS Delhi,20 years,+91 9876543210,3.5,2:00 PM - 5:00 PM
Hyperthyroidism,Dr. Sunita Rao,General Physician,AIIMS Delhi,20 years,+91 2109876543,3.5,10:00 AM - 1:00 PM
Hyperthyroidism,Dr. Anjali Mehta,Cardiologist,Max Healthcare,10 years,+91 8765432109,3.5,8:00 AM - 11:00 AM
Hyperthyroidism,Dr. Anjali Mehta,Cardiologist,Max Healthcare,8 years,+91 5432109876,5.0,2:00 PM - 5:00 PM
Hyperthyroidism,Dr. Anjali Mehta,Neurologist,Tata Memorial Hospital,25 years,+91 3210987654,4.7,8:00 AM - 11:00 AM
Hyperthyroidism,Dr. Rajesh Sharma,Endocrinologist,Manipal Hospital,12 years,+91 3210987654,5.0,6:00 PM - 9:00 PM
Hyperthyroidism,Dr. Vikram Patel,Endocrinologist,AIIMS Delhi,12 years,+91 8765432109,3.8,6:00 PM - 9:00 PM
Hyperthyroidism,Dr. Ramesh Iyer,General Physician,Manipal Hospital,12 years,+91 2109876543,4.0,8:00 AM - 11:00 AM
Hyperthyroidism,Dr. Rajesh Sharma,Neurologist,Fortis Hospital,5 years,+91 5432109876,4.0,10:00 AM - 1:00 PM
Hypoglycemia,Dr. Priya Nair,Endocrinologist,Max Healthcare,15 years,+91 4321098765,4.7,4:00 PM - 7:00 PM
Hypoglycemia,Dr. Ramesh Iyer,Pulmonologist,Narayana Health,25 years,+91 6543210987,4.0,6:00 PM - 9:00 PM
Hypoglycemia,Dr. Neha Kapoor,Dermatologist,AIIMS Delhi,15 years,+91 5432109876,5.0,9:00 AM - 12:00 PM
Hypoglycemia,Dr. Sanjay Verma,Pulmonologist,Medanta,12 years,+91 7654321098,4.5,2:00 PM - 5:00 PM
Hypoglycemia,Dr. Neha Kapoor,Orthopedic,AIIMS Delhi,10 years,+91 4321098765,4.5,6:00 PM - 9:00 PM
Hypoglycemia,Dr. Neha Kapoor,ENT Specialist,Medanta,10 years,+91 7654321098,4.2,6:00 PM - 9:00 PM
Hypoglycemia,Dr. Priya Nair,General Physician,Tata Memorial Hospital,20 years,+91 2109876543,4.0,4:00 PM - 7:00 PM
Hypoglycemia,Dr. Sunita Rao,General Physician,Medanta,8 years,+91 5432109876,4.2,6:00 PM - 9:00 PM
Hypoglycemia,Dr. Rajesh Sharma,Gastroenterologist,Apollo Hospital,8 years,+91 2109876543,3.8,10:00 AM - 1:00 PM
Hypoglycemia,Dr. Rajesh Sharma,ENT Specialist,Apollo Hospital,12 years,+91 5432109876,4.9,6:00 PM - 9:00 PM
Osteoarthristis,Dr. Rajesh Sharma,ENT Specialist,Apollo Hospital,10 years,+91 7654321098,5.0,4:00 PM - 7:00 PM
Osteoarthristis,Dr. Vikram Patel,General Physician,Apollo Hospital,8 years,+91 7654321098,4.5,6:00 PM - 9:00 PM
Osteoarthristis,Dr. Rajesh Sharma,Cardiologist,Fortis Hospital,12 years,+91 7654321098,3.5,4:00 PM - 7:00 PM
Osteoarthristis,Dr. Sunita Rao,ENT Specialist,Tata Memorial Hospital,12 years,+91 9876543210,4.9,4:00 PM - 7:00 PM
Osteoarthristis,Dr. Anjali Mehta,ENT Specialist,Apollo Hospital,15 years,+91 2109876543,4.7,10:00 AM - 1:00 PM
Osteoarthristis,Dr. Anjali Mehta,Cardiologist,Apollo Hospital,18 years,+91 5432109876,3.8,10:00 AM - 1:00 PM
Osteoarthristis,Dr. Vikram Patel,ENT Specialist,Fortis Hospital,8 years,+91 5432109876,4.5,4:00 PM - 7:00 PM
Osteoarthristis,Dr. Neha Kapoor,ENT Specialist,Manipal Hospital,15 years,+91 4321098765,4.9,4:00 PM - 7:00 PM
Osteoarthristis,Dr. Rajesh Sharma,Dermatologist,Medanta,5 years,+91 4321098765,3.5,6:00 PM - 9:00 PM
Osteoarthristis,Dr. Anjali Mehta,General Physician,AIIMS Delhi,25 years,+91 2109876543,3.5,4:00 PM - 7:00 PM
Arthritis,Dr. Sunita Rao,Orthopedic,Tata Memorial Hospital,12 years,+91 8765432109,4.7,10:00 AM - 1:00 PM
Arthritis,Dr. Rajesh Sharma,ENT Specialist,Max Healthcare,8 years,+91 2109876543,3.5,4:00 PM - 7:00 PM
Arthritis,Dr. Neha Kapoor,Pulmonologist,Tata Memorial Hospital,8 years,+91 8765432109,3.5,4:00 PM - 7:00 PM
Arthritis,Dr. Anjali Mehta,Dermatologist,Manipal Hospital,8 years,+91 7654321098,4.0,8:00 AM - 11:00 AM
Arthritis,Dr. Sanjay Verma,Dermatologist,Narayana Health,8 years,+91 5432109876,3.5,6:00 PM - 9:00 PM
Arthritis,Dr. Ramesh Iyer,General Physician,Tata Memorial Hospital,12 years,+91 6543210987,4.2,4:00 PM - 7:00 PM
Arthritis,Dr. Anjali Mehta,Neurologist,Narayana Health,12 years,+91 8765432109,4.5,6:00 PM - 9:00 PM
Arthritis,Dr. Ramesh Iyer,Endocrinologist,AIIMS Delhi,8 years,+91 9876543210,4.2,9:00 AM - 12:00 PM
Arthritis,Dr. Vikram Patel,Gastroenterologist,Manipal Hospital,15 years,+91 5432109876,4.0,4:00 PM - 7:00 PM
Arthritis,Dr. Rajesh Sharma,Dermatologist,Narayana Health,5 years,+91 6543210987,4.5,8:00 AM - 11:00 AM
(vertigo) Paroymsal  Positional Vertigo,Dr. Ramesh Iyer,ENT Specialist,Max Healthcare,20 years,+91 2109876543,3.5,8:00 AM - 11:00 AM
(vertigo) Paroymsal  Positional Vertigo,Dr. Vikram Patel,ENT Specialist,Manipal Hospital,15 years,+91 2109876543,3.8,10:00 AM - 1:00 PM
(vertigo) Paroymsal  Positional Vertigo,Dr. Ramesh Iyer,Cardiologist,Medanta,10 years,+91 4321098765,3.8,10:00 AM - 1:00 PM
(vertigo) Paroymsal  Positional Vertigo,Dr. Priya Nair,Dermatologist,AIIMS Delhi,15 years,+91 5432109876,4.0,8:00 AM - 11:00 AM
(vertigo) Paroymsal  Positional Vertigo,Dr. Anjali Mehta,Orthopedic,Max Healthcare,12 years,+91 8765432109,4.9,10:00 AM - 1:00 PM
(vertigo) Paroymsal  Positional Vertigo,Dr. Sunita Rao,Gastroenterologist,Manipal Hospital,15 years,+91 8765432109,3.8,2:00 PM - 5:00 PM
(vertigo) Paroymsal  Positional Vertigo,Dr. Sanjay Verma,ENT Specialist,Manipal Hospital,15 years,+91 3210987654,3.5,6:00 PM - 9:00 PM
(vertigo) Paroymsal  Positional Vertigo,Dr. Anjali Mehta,Orthopedic,Medanta,12 years,+91 7654321098,5.0,8:00 AM - 11:00 AM
(vertigo) Paroymsal  Positional Vertigo,Dr. Priya Nair,Endocrinologist,Medanta,20 years,+91 9876543210,4.5,8:00 AM - 11:00 AM
(vertigo) Paroymsal  Positional Vertigo,Dr. Rajesh Sharma,Dermatologist,Medanta,8 years,+91 5432109876,4.2,10:00 AM - 1:00 PM
Acne,Dr. Sunita Rao,Endocrinologist,Max Healthcare,10 years,+91 4321098765,4.2,8:00 AM - 11:00 AM
Acne,Dr. Priya Nair,ENT Specialist,AIIMS Delhi,12 years,+91 6543210987,5.0,9:00 AM - 12:00 PM
Acne,Dr. Sanjay Verma,Endocrinologist,Manipal Hospital,25 years,+91 6543210987,4.0,4:00 PM - 7:00 PM
Acne,Dr. Vikram Patel,Neurologist,Apollo Hospital,15 years,+91 9876543210,4.5,8:00 AM - 11:00 AM
Acne,Dr. Priya Nair,General Physician,AIIMS Delhi,5 years,+91 9876543210,5.0,10:00 AM - 1:00 PM
Acne,Dr. Vikram Patel,Cardiologist,Manipal Hospital,12 years,+91 5432109876,3.5,2:00 PM - 5:00 PM
Acne,Dr. Neha Kapoor,Neurologist,Max Healthcare,8 years,+91 5432109876,5.0,4:00 PM - 7:00 PM
Acne,Dr. Neha Kapoor,Orthopedic,Apollo Hospital,20 years,+91 3210987654,4.9,4:00 PM - 7:00 PM
Acne,Dr. Sunita Rao,Dermatologist,Manipal Hospital,15 years,+91 6543210987,4.7,9:00 AM - 12:00 PM
Acne,Dr. Rajesh Sharma,Gastroenterologist,Narayana Health,10 years,+91 5432109876,5.0,4:00 PM - 7:00 PM
Urinary tract infection,Dr. Ramesh Iyer,ENT Specialist,Manipal Hospital,18 years,+91 9876543210,4.2,4:00 PM - 7:00 PM
Urinary tract infection,Dr. Ramesh Iyer,General Physician,Max Healthcare,5 years,+91 6543210987,4.0,2:00 PM - 5:00 PM
Urinary tract infection,Dr. Ramesh Iyer,ENT Specialist,Tata Memorial Hospital,15 years,+91 2109876543,4.5,8:00 AM - 11:00 AM
Urinary tract infection,Dr. Sanjay Verma,Cardiologist,AIIMS Delhi,12 years,+91 8765432109,4.2,10:00 AM - 1:00 PM
Urinary tract infection,Dr. Priya Nair,Pulmonologist,AIIMS Delhi,18 years,+91 5432109876,4.5,2:00 PM - 5:00 PM
Urinary tract infection,Dr. Priya Nair,Endocrinologist,Tata Memorial Hospital,15 years,+91 8765432109,4.7,2:00 PM - 5:00 PM
Urinary tract infection,Dr. Sunita Rao,Gastroenterologist,Narayana Health,12 years,+91 5432109876,4.9,10:00 AM - 1:00 PM
Urinary tract infection,Dr. Priya Nair,Gastroenterologist,Max Healthcare,10 years,+91 4321098765,4.7,6:00 PM - 9:00 PM
Urinary tract infection,Dr. Vikram Patel,Gastroenterologist,Tata Memorial Hospital,12 years,+91 9876543210,3.8,6:00 PM - 9:00 PM
Urinary tract infection,Dr. Sunita Rao,Dermatologist,AIIMS Delhi,25 years,+91 5432109876,4.2,8:00 AM - 11:00 AM
Psoriasis,Dr. Rajesh Sharma,Gastroenterologist,Fortis Hospital,20 years,+91 7654321098,3.5,10:00 AM - 1:00 PM
Psoriasis,Dr. Anjali Mehta,Cardiologist,Tata Memorial Hospital,10 years,+91 9876543210,4.7,8:00 AM - 11:00 AM
Psoriasis,Dr. Rajesh Sharma,Gastroenterologist,Fortis Hospital,5 years,+91 9876543210,3.5,2:00 PM - 5:00 PM
Psoriasis,Dr. Vikram Patel,General Physician,Medanta,18 years,+91 2109876543,5.0,4:00 PM - 7:00 PM
Psoriasis,Dr. Rajesh Sharma,Cardiologist,AIIMS Delhi,15 years,+91 3210987654,5.0,9:00 AM - 12:00 PM
Psoriasis,Dr. Vikram Patel,Cardiologist,Manipal Hospital,20 years,+91 8765432109,4.2,4:00 PM - 7:00 PM
Psoriasis,Dr. Sunita Rao,Endocrinologist,Manipal Hospital,8 years,+91 8765432109,5.0,10:00 AM - 1:00 PM
Psoriasis,Dr. Anjali Mehta,Dermatologist,Tata Memorial Hospital,15 years,+91 9876543210,4.9,8:00 AM - 11:00 AM
Psoriasis,Dr. Ramesh Iyer,General Physician,AIIMS Delhi,5 years,+91 7654321098,3.5,6:00 PM - 9:00 PM
Psoriasis,Dr. Neha Kapoor,ENT Specialist,Max Healthcare,25 years,+91 8765432109,4.5,8:00 AM - 11:00 AM
Impetigo,Dr. Priya Nair,Endocrinologist,Narayana Health,12 years,+91 9876543210,4.9,10:00 AM - 1:00 PM
Impetigo,Dr. Rajesh Sharma,ENT Specialist,Fortis Hospital,12 years,+91 9876543210,4.7,2:00 PM - 5:00 PM
Impetigo,Dr. Priya Nair,ENT Specialist,Manipal Hospital,15 years,+91 5432109876,4.0,8:00 AM - 11:00 AM
Impetigo,Dr. Vikram Patel,Dermatologist,Narayana Health,25 years,+91 9876543210,5.0,8:00 AM - 11:00 AM
Impetigo,Dr. Rajesh Sharma,Cardiologist,Manipal Hospital,12 years,+91 2109876543,5.0,4:00 PM - 7:00 PM
Impetigo,Dr. Anjali Mehta,Orthopedic,Max Healthcare,15 years,+91 4321098765,4.5,10:00 AM - 1:00 PM
Impetigo,Dr. Neha Kapoor,Gastroenterologist,Narayana Health,5 years,+91 3210987654,4.9,6:00 PM - 9:00 PM
Impetigo,Dr. Ramesh Iyer,Neurologist,Fortis Hospital,20 years,+91 3210987654,3.8,10:00 AM - 1:00 PM
Impetigo,Dr. Rajesh Sharma,Gastroenterologist,Apollo Hospital,5 years,+91 5432109876,4.7,10:00 AM - 1:00 PM
Impetigo,Dr. Neha Kapoor,Endocrinologist,Max Healthcare,20 years,+91 6543210987,4.5,2:00 PM - 5:00 PM
Fungal infection,Dr. Anjali Mehta,Cardiologist,Fortis Hospital,8 years,+91 3210987654,4.5,4:00 PM - 7:00 PM
Fungal infection,Dr. Anjali Mehta,Pulmonologist,Manipal Hospital,8 years,+91 9876543210,3.5,8:00 AM - 11:00 AM
Fungal infection,Dr. Ramesh Iyer,Gastroenterologist,Fortis Hospital,20 years,+91 9876543210,4.9,6:00 PM - 9:00 PM
Fungal infection,Dr. Priya Nair,Pulmonologist,Tata Memorial Hospital,12 years,+91 8765432109,4.9,2:00 PM - 5:00 PM
Fungal infection,Dr. Vikram Patel,Pulmonologist,Max Healthcare,15 years,+91 9876543210,3.5,10:00 AM - 1:00 PM
Fungal infection,Dr. Sunita Rao,Endocrinologist,Medanta,8 years,+91 8765432109,4.5,10:00 AM - 1:00 PM
Fungal infection,Dr. Priya Nair,Endocrinologist,Tata Memorial Hospital,15 years,+91 4321098765,4.9,10:00 AM - 1:00 PM
Fungal infection,Dr. Priya Nair,Orthopedic,Manipal Hospital,5 years,+91 9876543210,4.7,9:00 AM - 12:00 PM
Fungal infection,Dr. Neha Kapoor,Cardiologist,Medanta,25 years,+91 7654321098,4.2,2:00 PM - 5:00 PM
Fungal infection,Dr. Sanjay Verma,Dermatologist,Manipal Hospital,8 years,+91 8765432109,5.0,4:00 PM - 7:00 PM
Allergy,Dr. Vikram Patel,General Physician,Apollo Hospital,25 years,+91 3210987654,4.2,4:00 PM - 7:00 PM
Allergy,Dr. Vikram Patel,Endocrinologist,Apollo Hospital,10 years,+91 8765432109,3.5,9:00 AM - 12:00 PM
Allergy,Dr. Vikram Patel,Neurologist,Narayana Health,15 years,+91 3210987654,3.5,10:00 AM - 1:00 PM
Allergy,Dr. Anjali Mehta,Orthopedic,Fortis Hospital,18 years,+91 6543210987,3.8,8:00 AM - 11:00 AM
